Date;rateRatio
2017. december 19.;1.0010666025659463
2017. december 5.;0.9874612227128299
2017. november 21.;1.0076304737687407
2017. november 7.;0.990356418837526
2017. október 24.;1.0004206958330257
2017. október 3.;1.002661913345626
2017. szeptember 19.;1.0021631464756433
2017. szeptember 5.;0.990224759611352
2017. augusztus 22.;0.994133944383004
2017. augusztus 1.;0.9978217464876816
2017. július 18.;0.9936931371840044
2017. július 4.;1.002139237696163
2017. június 20.;0.9993800253976699
2017. június 6.;1.0060941046184702
2017. május 23.;1.0088895947417755
2017. május 9.;1.0177824218587597
2017. április 25.;1.0004374858126492
2017. április 11.;1.0014380559188212
2017. március 28.;0.999041480879549
2017. március 14.;0.9921297620841346
2017. február 28.;0.9802522488861359
2017. február 7.;1.0101528039738825
2017. január 24.;1.0052840622682822
2017. január 10.;1.0032326327106351
2018. december 18.;1.002098226811166
2018. december 4.;1.0062147970082493
2018. november 20.;1.006588504826997
2018. november 6.;1.019494760827161
2018. október 16.;1.0123479746815423
2018. október 2.;1.0191949560965705
2018. szeptember 18.;1.0031289467600657
2018. szeptember 4.;1.0002236520072898
2018. augusztus 21.;1.018055232734905
2018. augusztus 7.;1.0201063716576706
2018. július 24.;1.001955999572594
2018. július 3.;1.0246422002766715
2018. június 19.;0.9832050621313658
2018. június 5.;1.0168524703532411
2018. május 22.;0.9990167550805802
2018. május 8.;1.0067794810555184
2018. április 24.;0.9860271565944538
2018. április 10.;0.997299753672874
2018. március 27.;0.9890125820103182
2018. március 13.;0.9932988527949405
2018. február 27.;0.9895482416859899
2018. február 13.;0.9857079758368171
2018. január 30.;1.0087611391416063
2018. január 9.;1.0036426523852324
2019. december 17.;1.0083174305291085
2019. december 3.;0.9978312585153659
2019. november 19.;1.0038489600657527
2019. november 5.;0.9851128859878446
2019. október 22.;1.0026811358344356
2019. október 8.;1.0070527909985245
2019. szeptember 24.;1.004755659934006
2019. szeptember 10.;1.0032743613983632
2019. augusztus 27.;1.0031697201260932
2019. augusztus 6.;0.9959317973469192
2019. július 23.;1.0102899655545934
2019. július 9.;1.001067310882993
2019. június 25.;0.9905013451417656
2019. június 11.;0.9982085242836145
2019. május 28.;1.0002972612821486
2019. május 14.;0.9966206166680956
2019. április 30.;1.0002444695696213
2019. április 9.;0.9993189332249374
2019. március 26.;0.9994260249460755
2019. március 12.;0.99170800386189
2019. február 26.;1.0022866962326016
2019. február 12.;0.9883228209881936
2019. január 29.;1.0013177720600217
2019. január 15.;1.0022198373786293
2020. december 15.;1.0039087488940477
2020. december 1.;1.0073121130511014
2020. november 17.;0.9899844768954171
2020. november 3.;1.007223182057102
2020. október 20.;1.0049567047740766
2020. október 6.;0.9938242057764811
2020. szeptember 22.;0.9912864031101861
2020. szeptember 8.;1.0016853885553005
2020. augusztus 25.;0.9962086502295013
2020. augusztus 4.;0.9969682561739174
2020. július 21.;0.9991994163248166
2020. július 7.;0.9919646474963316
2020. június 23.;0.9944610690650675
2020. június 9.;1.0194738672077304
2020. május 26.;0.9875022703714074
2020. május 12.;1.0052741774954281
2020. április 28.;1.0048519787312102
2020. április 7.;0.989996597881382
2020. március 24.;1.0496961863717682
2020. március 10.;0.9666098731112509
2020. február 25.;0.9997658600287117
2020. február 11.;1.008133701395166
2020. január 28.;0.9931440314389136
2020. január 14.;0.9971641248634476
2021. december 14.;0.9963675922032247
2021. november 30.;0.973204634161661
2021. november 16.;0.9855545747113571
2021. november 2.;0.9814858678567782
2021. október 19.;0.9932592008172191
2021. október 5.;1.0139089820547749
2021. szeptember 21.;1.0008712764586687
2021. szeptember 7.;1.0081974893269603
2021. augusztus 24.;0.9886720402316098
2021. augusztus 10.;1.004427018363723
2021. július 27.;0.994447117676303
2021. július 6.;0.9918930188239505
2021. június 22.;0.9861061282968523
2021. június 8.;1.018121490362432
2021. május 25.;1.025101861257209
2021. május 11.;0.9930667333872499
2021. április 27.;0.9968879809608443
2021. április 6.;0.9906010617092658
2021. március 23.;0.9904729058176999
2021. március 9.;1.007835319875785
2021. február 23.;1.0005163765953613
2021. február 9.;0.9959056750309219
2021. január 26.;0.9859841433550702
2021. január 12.;1.0112186834017793
2022. december 20.;1.005790687659359
2022. december 6.;0.9878348078013578
2022. november 22.;1.0103993089251326
2022. november 8.;1.020613143210837
2022. október 25.;0.9995252630457286
2022. október 14.;1.0025471000494934
2022. szeptember 27.;0.9774631215734175
2022. szeptember 13.;1.0011467766936226
2022. augusztus 30.;0.9980417814665591
2022. augusztus 9.;1.0031259184599444
2022. július 26.;1.0070747331525867
2022. július 12.;1.0039649510436381
2022. június 28.;0.9949194669398544
2022. június 14.;0.982036564256386
2022. május 31.;0.984971463278467
2022. május 10.;0.9904341511318503
2022. április 26.;0.9979424489127163
2022. április 5.;1.0068978439598948
2022. március 22.;0.9851778331828175
2022. március 8.;0.9662781617626568
2022. február 22.;0.9791798304381472
2022. február 8.;0.9908531381970727
2022. január 25.;0.9965644560111386
2022. január 11.;1.0055696605213518
2023. július 25.;1.004292358875344
2023. június 20.;0.99699437433514
2023. május 23.;1.0046549494313888
2023. április 25.;1.0129060838593398
2023. március 28.;0.9746622735210388
2023. február 28.;0.9973379815638509
2023. január 24.;0.9946101138927029
